Date,confirmed,death,recovered,High,Low,Open,Close,Volume,Adj Close
2020-01-22,1,0,0,58.970001220703125,58.02000045776367,58.95000076293945,58.18000030517578,169600.0,54.88725280761719
2020-01-23,1,0,0,57.97999954223633,57.02000045776367,57.599998474121094,57.77000045776367,227900.0,54.500457763671875
2020-01-24,2,0,0,57.79999923706055,56.84000015258789,57.72999954223633,57.15999984741211,146200.0,53.92498016357422
2020-01-27,5,0,0,55.689998626708984,54.81999969482422,55.13999938964844,55.279998779296875,230600.0,52.1513786315918
2020-01-28,5,0,0,56.09000015258789,55.15999984741211,55.4900016784668,55.5,174400.0,52.35892868041992
2020-01-29,5,0,0,55.900001525878906,54.939998626708984,55.79999923706055,55.22999954223633,214500.0,52.104209899902344
2020-01-30,5,0,0,54.560001373291016,53.84000015258789,54.5,54.540000915527344,278200.0,51.45326232910156
2020-01-31,7,0,0,53.68000030517578,52.31999969482422,53.380001068115234,52.43000030517578,291900.0,49.46268081665039
2020-02-03,11,0,0,52.810001373291016,51.720001220703125,52.13999938964844,51.86000061035156,247500.0,48.9249382019043
2020-02-04,11,0,0,53.150001525878906,52.560001373291016,52.970001220703125,52.75,401400.0,49.76456832885742
2020-02-05,11,0,0,54.150001525878906,53.56999969482422,53.56999969482422,53.79999923706055,225100.0,50.75514221191406
2020-02-06,11,0,0,54.84000015258789,54.13999938964844,54.75,54.5099983215332,227200.0,51.424957275390625
2020-02-07,11,0,0,53.9900016784668,53.27000045776367,53.93000030517578,53.630001068115234,137200.0,50.594764709472656
2020-02-10,11,0,3,53.79999923706055,53.43000030517578,53.70000076293945,53.709999084472656,146100.0,50.67023468017578
2020-02-11,12,0,3,54.63999938964844,54.150001525878906,54.5,54.40999984741211,148600.0,51.33061981201172
2020-02-12,12,0,3,55.13999938964844,54.810001373291016,54.90999984741211,55.09000015258789,248800.0,51.97213363647461
2020-02-13,13,0,3,54.5099983215332,53.900001525878906,54.5099983215332,54.400001525878906,164500.0,51.32118606567383
2020-02-14,13,0,3,54.7400016784668,54.06999969482422,54.630001068115234,54.31999969482422,98400.0,51.24571228027344
2020-02-18,13,0,3,54.5,53.900001525878906,53.900001525878906,54.29999923706055,157700.0,51.226844787597656
2020-02-19,13,0,3,54.650001525878906,54.189998626708984,54.560001373291016,54.599998474121094,125400.0,51.509864807128906
2020-02-20,13,0,3,54.529998779296875,53.970001220703125,54.220001220703125,54.040000915527344,111800.0,50.98155975341797
2020-02-21,15,0,5,54.08000183105469,53.40999984741211,53.959999084472656,53.900001525878906,204800.0,50.849483489990234
2020-02-24,15,0,5,52.45000076293945,51.900001525878906,52.0,52.13999938964844,172300.0,49.189090728759766
2020-02-25,15,0,6,52.279998779296875,51.099998474121094,52.279998779296875,51.41999816894531,332300.0,48.50983810424805
2020-02-26,15,0,6,52.5099983215332,51.540000915527344,51.959999084472656,51.75,229900.0,48.821163177490234
2020-02-27,16,0,6,52.40999984741211,51.13999938964844,51.650001525878906,51.58000183105469,347100.0,48.66078567504883
2020-02-28,16,0,7,51.59000015258789,50.22999954223633,50.77000045776367,51.540000915527344,382500.0,48.623050689697266
2020-03-02,53,6,7,52.709999084472656,51.2400016784668,51.880001068115234,52.66999816894531,317000.0,49.68909454345703
2020-03-03,73,7,7,52.68000030517578,51.2599983215332,52.060001373291016,51.7400016784668,222000.0,48.81173324584961
2020-03-04,104,11,7,52.220001220703125,51.619998931884766,51.90999984741211,52.06999969482422,197800.0,49.12305450439453
2020-03-05,174,12,7,51.61000061035156,50.86000061035156,51.439998626708984,51.25,311900.0,48.34946060180664
2020-03-06,222,14,7,50.5,49.060001373291016,50.2400016784668,49.439998626708984,442300.0,46.64189910888672
2020-03-09,519,22,7,47.4900016784668,45.5099983215332,46.540000915527344,46.83000183105469,1103800.0,44.17961883544922
2020-03-10,711,28,8,50.029998779296875,48.5099983215332,49.0,49.959999084472656,511300.0,47.132469177246094
2020-03-11,1109,33,8,49.08000183105469,48.029998779296875,48.7400016784668,48.33000183105469,317000.0,45.594722747802734
2020-03-12,1561,43,12,45.560001373291016,43.7599983215332,44.97999954223633,45.060001373291016,538700.0,42.50979232788086
2020-03-13,2157,52,12,48.38999938964844,45.0099983215332,48.11000061035156,47.72999954223633,667400.0,45.02867889404297
2020-03-16,4360,97,17,47.56999969482422,44.630001068115234,44.709999084472656,45.72999954223633,562200.0,43.14187240600586
2020-03-17,6141,131,17,48.31999969482422,45.95000076293945,46.59000015258789,46.86000061035156,620800.0,44.20792007446289
2020-03-18,8917,188,105,44.68000030517578,42.869998931884766,44.41999816894531,44.38999938964844,606800.0,41.877708435058594
2020-03-19,14157,265,121,43.220001220703125,41.310001373291016,42.400001525878906,42.13999938964844,682400.0,39.75505065917969
2020-03-20,19479,362,147,44.65999984741211,43.119998931884766,44.0,43.220001220703125,289600.0,40.773929595947266
2020-03-23,43850,784,178,44.45000076293945,42.959999084472656,43.34000015258789,43.93000030517578,300800.0,41.44374465942383
2020-03-24,54112,1021,348,45.66999816894531,44.470001220703125,45.380001068115234,45.09000015258789,307400.0,42.53809356689453
2020-03-25,66055,1333,361,48.04999923706055,45.560001373291016,46.220001220703125,47.13999938964844,294900.0,44.472068786621094
2020-03-26,84091,1746,681,47.79999923706055,46.75,47.09000015258789,47.400001525878906,281800.0,44.71735763549805
2020-03-27,102276,2300,869,46.689998626708984,45.45000076293945,45.88999938964844,45.5099983215332,406600.0,42.934322357177734
2020-03-30,162707,4381,5644,48.02000045776367,46.38999938964844,46.38999938964844,47.65999984741211,390100.0,44.962642669677734
2020-03-31,188724,5605,7024,49.31999969482422,48.20000076293945,48.5,48.70000076293945,223500.0,45.943782806396484
2020-04-01,214205,6846,8474,48.56999969482422,45.849998474121094,46.02000045776367,47.529998779296875,316500.0,44.839996337890625
2020-04-02,244610,8432,9001,53.0,50.630001068115234,51.20000076293945,52.40999984741211,527000.0,49.443809509277344
2020-04-03,276547,9747,9707,51.70000076293945,50.47999954223633,51.56999969482422,51.529998779296875,216500.0,48.61361312866211
2020-04-06,367215,14138,19581,52.209999084472656,51.16999816894531,52.209999084472656,51.66999816894531,239400.0,48.745689392089844
2020-04-07,397992,16447,21763,52.84000015258789,50.709999084472656,52.84000015258789,50.86000061035156,202400.0,47.981536865234375
2020-04-08,429686,18563,23559,51.5099983215332,50.52000045776367,51.20000076293945,51.18000030517578,175400.0,48.283424377441406
2020-04-09,464442,20638,25410,51.959999084472656,50.65999984741211,51.75,51.0,258600.0,48.113609313964844
2020-04-13,581813,28376,43482,51.93000030517578,50.33000183105469,51.91999816894531,51.790000915527344,359200.0,48.85890197753906
2020-04-14,608878,30780,47763,52.529998779296875,51.54999923706055,51.91999816894531,51.779998779296875,172800.0,48.849464416503906
2020-04-15,637974,33329,52096,50.16999816894531,49.459999084472656,50.119998931884766,49.77000045776367,205400.0,46.953224182128906
2020-04-16,669272,35442,54703,50.0099983215332,49.189998626708984,49.869998931884766,49.380001068115234,271800.0,46.585296630859375
2020-04-17,701996,38056,58545,50.470001220703125,49.5,49.5,50.2400016784668,275100.0,47.39662551879883
2020-04-20,783716,43466,72329,50.29999923706055,49.02000045776367,49.290000915527344,49.220001220703125,259600.0,46.43435287475586
2020-04-21,809318,45923,75204,48.630001068115234,47.54999923706055,48.220001220703125,48.400001525878906,234800.0,45.660762786865234
2020-04-22,837422,48312,77366,49.810001373291016,48.869998931884766,49.0,49.029998779296875,294700.0,46.255104064941406
2020-04-23,871617,50749,80203,49.84000015258789,48.790000915527344,49.560001373291016,48.849998474121094,159200.0,46.085289001464844
2020-04-24,907908,52867,99079,49.029998779296875,48.06999969482422,48.849998474121094,48.70000076293945,151300.0,45.943782806396484
2020-04-27,990983,57235,111424,49.560001373291016,48.47999954223633,49.029998779296875,49.400001525878906,158400.0,46.604164123535156
2020-04-28,1015518,59454,115936,50.5,49.189998626708984,50.5,49.43000030517578,235500.0,46.63246536254883
2020-04-29,1043038,61960,120720,51.33000183105469,50.06999969482422,51.2599983215332,51.02000045776367,204100.0,48.13248062133789
2020-04-30,1072667,64256,153947,50.790000915527344,49.45000076293945,50.5099983215332,49.68000030517578,175100.0,46.868316650390625
2020-05-01,1106829,66125,164015,49.0099983215332,48.0,49.0,48.13999938964844,329700.0,45.41547393798828
2020-05-04,1184086,70086,187180,47.79999923706055,46.16999816894531,47.220001220703125,46.470001220703125,354500.0,43.83999252319336
2020-05-05,1208271,72393,189791,47.790000915527344,47.0,47.2599983215332,47.27000045776367,172000.0,44.5947151184082
2020-05-06,1233527,74851,189910,47.52000045776367,46.689998626708984,47.45000076293945,46.869998931884766,134200.0,44.217350006103516
2020-05-07,1261409,76770,195036,47.779998779296875,46.900001525878906,47.209999084472656,47.08000183105469,104100.0,44.415470123291016
2020-05-08,1288587,78497,198993,48.11000061035156,47.5,47.77000045776367,48.0099983215332,118200.0,45.29283142089844
2020-05-11,1352962,81868,232733,48.349998474121094,47.91999816894531,47.970001220703125,48.2400016784668,135000.0,45.50981903076172
2020-05-12,1375152,83483,230287,48.15999984741211,47.040000915527344,48.15999984741211,47.040000915527344,105700.0,44.37773132324219
2020-05-13,1396110,85234,243430,47.45000076293945,46.06999969482422,47.45000076293945,46.290000915527344,159800.0,43.6701774597168
2020-05-14,1423727,87008,246414,46.13999938964844,45.099998474121094,45.880001068115234,46.04999923706055,160400.0,43.44375991821289
2020-05-15,1449027,88669,250747,45.849998474121094,45.0099983215332,45.849998474121094,45.31999969482422,165000.0,42.75507354736328
2020-05-18,1514901,91414,283178,48.619998931884766,47.56999969482422,47.689998626708984,48.31999969482422,198200.0,45.585289001464844
2020-05-19,1535350,92965,289392,48.599998474121094,47.810001373291016,48.599998474121094,47.810001373291016,184700.0,45.10415267944336
2020-05-20,1559157,94533,294312,49.09000015258789,48.25,48.25,48.439998626708984,265300.0,45.69849395751953
2020-05-21,1584512,95756,298418,47.599998474121094,46.849998474121094,47.400001525878906,46.970001220703125,241800.0,44.31169509887695
2020-05-22,1608653,97025,350135,45.43000030517578,44.15999984741211,45.0,44.54999923706055,465300.0,42.02865219116211
2020-05-26,1689163,99952,384902,45.72999954223633,45.0099983215332,45.20000076293945,45.58000183105469,215600.0,43.000362396240234
2020-05-27,1707445,101461,391508,45.95000076293945,45.310001373291016,45.95000076293945,45.52000045776367,226000.0,42.943756103515625
2020-05-28,1730260,102643,399991,47.43000030517578,46.130001068115234,46.400001525878906,46.93000030517578,333900.0,44.273956298828125
2020-05-29,1754764,103809,406446,47.630001068115234,46.5099983215332,47.04999923706055,47.529998779296875,306200.0,44.839996337890625
2020-06-01,1816479,106136,458231,45.439998626708984,44.560001373291016,45.439998626708984,44.88999938964844,363500.0,44.88999938964844
2020-06-02,1837374,107169,463868,45.33000183105469,44.52000045776367,44.72999954223633,45.22999954223633,277900.0,45.22999954223633
2020-06-03,1857332,108159,479258,46.599998474121094,45.79999923706055,45.79999923706055,46.540000915527344,254000.0,46.540000915527344
2020-06-04,1878683,109168,485002,45.7599983215332,45.369998931884766,45.650001525878906,45.56999969482422,239200.0,45.56999969482422
2020-06-05,1903907,110138,491706,47.380001068115234,46.709999084472656,46.72999954223633,47.31999969482422,267600.0,47.31999969482422
2020-06-08,1961785,111774,518522,47.27000045776367,46.400001525878906,47.150001525878906,46.970001220703125,236400.0,46.970001220703125
2020-06-09,1979912,112714,524855,47.47999954223633,46.90999984741211,47.16999816894531,47.439998626708984,180000.0,47.439998626708984
2020-06-10,2000706,113631,533504,46.7400016784668,46.099998474121094,46.7400016784668,46.34000015258789,174900.0,46.34000015258789
2020-06-11,2023656,114512,540292,45.16999816894531,43.84000015258789,44.470001220703125,43.849998474121094,247500.0,43.849998474121094
2020-06-12,2048986,115334,547386,44.59000015258789,43.43000030517578,44.58000183105469,44.11000061035156,244300.0,44.11000061035156
2020-06-15,2114026,116773,576334,44.09000015258789,43.04999923706055,43.349998474121094,43.599998474121094,154800.0,43.599998474121094
2020-06-16,2137731,117612,583503,45.029998779296875,44.0099983215332,44.54999923706055,44.22999954223633,113200.0,44.22999954223633
2020-06-17,2163290,118363,592191,44.630001068115234,44.0099983215332,44.31999969482422,44.369998931884766,145000.0,44.369998931884766
2020-06-18,2191099,119067,599115,44.380001068115234,43.779998779296875,44.380001068115234,44.08000183105469,142500.0,44.08000183105469
2020-06-19,2222579,119739,606715,44.63999938964844,43.81999969482422,44.63999938964844,44.0099983215332,177900.0,44.0099983215332
2020-06-22,2312303,121010,640198,44.27000045776367,43.779998779296875,43.900001525878906,44.119998931884766,118000.0,44.119998931884766
2020-06-23,2347491,121847,647548,44.16999816894531,43.779998779296875,44.02000045776367,43.779998779296875,207900.0,43.779998779296875
2020-06-24,2382426,122604,656161,43.369998931884766,42.540000915527344,43.220001220703125,42.810001373291016,195200.0,42.810001373291016
2020-06-25,2422299,125026,663562,43.16999816894531,42.380001068115234,42.720001220703125,43.15999984741211,117900.0,43.15999984741211
2020-06-26,2467554,125631,670809,42.7400016784668,41.97999954223633,42.7400016784668,42.380001068115234,132900.0,42.380001068115234
2020-06-29,2590668,126711,705203,42.79999923706055,42.34000015258789,42.47999954223633,42.56999969482422,147100.0,42.56999969482422
2020-06-30,2636414,127432,720631,42.02000045776367,41.29999923706055,41.880001068115234,41.959999084472656,275200.0,41.959999084472656
2020-07-01,2687588,128105,729994,42.36000061035156,41.81999969482422,41.95000076293945,41.83000183105469,101900.0,41.83000183105469
2020-07-02,2742049,128803,781970,43.29999923706055,42.20000076293945,42.33000183105469,43.16999816894531,188800.0,43.16999816894531
2020-07-06,2936077,130285,924148,45.779998779296875,44.689998626708984,44.689998626708984,45.779998779296875,205500.0,45.779998779296875
2020-07-07,2996098,131480,936476,44.77000045776367,44.029998779296875,44.47999954223633,44.13999938964844,160400.0,44.13999938964844
2020-07-08,3054699,132300,953462,45.310001373291016,44.279998779296875,44.59000015258789,45.20000076293945,357100.0,45.20000076293945
2020-07-09,3117946,133290,969111,45.470001220703125,44.290000915527344,45.0,44.59000015258789,215800.0,44.59000015258789
2020-07-10,3185737,134101,983185,44.5,43.880001068115234,44.119998931884766,44.349998474121094,103800.0,44.349998474121094
2020-07-13,3364157,135566,1031939,44.720001220703125,43.959999084472656,44.2400016784668,43.959999084472656,87800.0,43.959999084472656
2020-07-14,3431574,136466,1049098,44.290000915527344,43.470001220703125,43.540000915527344,44.209999084472656,117900.0,44.209999084472656
2020-07-15,3498902,137415,1075882,43.970001220703125,43.54999923706055,43.79999923706055,43.68000030517578,153500.0,43.68000030517578
2020-07-16,3576157,138358,1090645,43.36000061035156,42.72999954223633,43.04999923706055,43.04999923706055,81000.0,43.04999923706055
2020-07-17,3647715,139266,1107204,42.86000061035156,42.5,42.83000183105469,42.58000183105469,93700.0,42.58000183105469
2020-07-20,3834677,141025,1160087,42.970001220703125,42.61000061035156,42.869998931884766,42.88999938964844,172400.0,42.88999938964844
2020-07-21,3899211,142121,1182018,43.619998931884766,42.88999938964844,42.88999938964844,43.09000015258789,226700.0,43.09000015258789
2020-07-22,3970121,143316,1210849,45.06999969482422,43.959999084472656,44.099998474121094,45.04999923706055,234600.0,45.04999923706055
2020-07-23,4038816,144430,1233269,45.689998626708984,44.09000015258789,44.529998779296875,45.470001220703125,440800.0,45.470001220703125
2020-07-24,4112531,145560,1261624,44.869998931884766,44.290000915527344,44.70000076293945,44.619998931884766,143200.0,44.619998931884766
